Sample,Location,Reference
Adult-Stomach3-2,human/HTA/Stomach/GSM4008654_Adult-Stomach3-2_dge.txt,GRCh38
Adult-Stomach3-1,human/HTA/Stomach/GSM4008653_Adult-Stomach3-1_dge.txt,GRCh38
Adult-Stomach2,human/HTA/Stomach/GSM4008652_Adult-Stomach2_dge.txt,GRCh38
Adult-Stomach3-3,human/HTA/Stomach/GSM4008655_Adult-Stomach3-3_dge.txt,GRCh38
Adult-Stomach1,human/HTA/Stomach/GSM4008651_Adult-Stomach1_dge.txt,GRCh38
