Sample,Location,Reference
Adult-Transverse-Colon1,human/HTA/Transverse-Colon/GSM4008662_Adult-Transverse-Colon1_dge.txt,GRCh38
Adult-Transverse-Colon2-2,human/HTA/Transverse-Colon/GSM4008664_Adult-Transverse-Colon2-2_dge.txt,GRCh38
Adult-Transverse-Colon2-1,human/HTA/Transverse-Colon/GSM4008663_Adult-Transverse-Colon2-1_dge.txt,GRCh38
