Sample,Location,Reference
Adult-Liver1-2,human/HTA/Liver/GSM4008624_Adult-Liver1-2_dge.txt,GRCh38
Adult-Liver4-1,human/HTA/Liver/GSM4008626_Adult-Liver4-1_dge.txt,GRCh38
Adult-Liver1-1,human/HTA/Liver/GSM4008623_Adult-Liver1-1_dge.txt,GRCh38
Adult-Liver4-2,human/HTA/Liver/GSM4008627_Adult-Liver4-2_dge.txt,GRCh38
Adult-Liver2,human/HTA/Liver/GSM4008625_Adult-Liver2_dge.txt,GRCh38
