Sample,Location,Reference
Bladder-10X_P7_7,mouse/tabula_muris/Bladder/Bladder-10X_P7_7/matrix.mtx,GRCm38
Bladder-10X_P4_3,mouse/tabula_muris/Bladder/Bladder-10X_P4_3/matrix.mtx,GRCm38
Bladder-10X_P4_4,mouse/tabula_muris/Bladder/Bladder-10X_P4_4/matrix.mtx,GRCm38
