Sample,Location,Reference
MACA_24m_M_TONGUE_58,mouse/tabula_senis/24_month/Tongue/MACA_24m_M_TONGUE_58.h5/,GRCm38
MACA_24m_M_TONGUE_60,mouse/tabula_senis/24_month/Tongue/MACA_24m_M_TONGUE_60.h5/,GRCm38
MACA_24m_M_TONGUE_59,mouse/tabula_senis/24_month/Tongue/MACA_24m_M_TONGUE_59.h5/,GRCm38
