Sample,Location,Reference
MACA_24m_M_KIDNEY_59,mouse/tabula_senis/24_month/Kidney/MACA_24m_M_KIDNEY_59.h5/,GRCm38
MACA_24m_M_KIDNEY_61,mouse/tabula_senis/24_month/Kidney/MACA_24m_M_KIDNEY_61.h5/,GRCm38
MACA_24m_M_KIDNEY_58,mouse/tabula_senis/24_month/Kidney/MACA_24m_M_KIDNEY_58.h5/,GRCm38
MACA_24m_M_KIDNEY_60,mouse/tabula_senis/24_month/Kidney/MACA_24m_M_KIDNEY_60.h5/,GRCm38
