Sample,Location,Reference
skin_003_unsorted_MACS,human/other/skin/skin_003_unsorted_MACS/matrix.mtx,GRCh38
skin_liberase,human/other/skin/skin_liberase/matrix.mtx,GRCh38
skin_MACS,human/other/skin/skin_MACS/matrix.mtx,GRCh38
skin_003_unsorted_liberaseTM,human/other/skin/skin_003_unsorted_liberaseTM/matrix.mtx,GRCh38
